"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,5,"AUTHORIZED MMPA SEC. 120 REMOVAL","MULTNOMAH","OR","DEAD","LETHAL REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,10,"AUTHORIZED MMPA SEC. 120 REMOVAL","MULTNOMAH","OR","DEAD","LETHAL REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,10,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH FISHING LINE COMING OUT OF MOUTH.","SI","P2",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,11,"AUTHORIZED MMPA SEC. 120 REMOVAL","MULTNOMAH","OR","DEAD","LETHAL REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,11,"AUTHORIZED MMPA SEC. 120 REMOVAL","MULTNOMAH","OR","DEAD","LETHAL REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,11,"HOOK AND LINE FISHERY","ORANGE","CA","NSI","CA SEA LION PUP, STRANDED OUT OF HABITAT IN NEWPORT BEACH BACK BAY WITH FISHHOOKS IN FLIPPERS. ANIMAL WAS REHABILITATED AND RELEASED.","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,17,"AUTHORIZED MMPA SEC. 120 REMOVAL","CLACKAMAS","OR","DEAD","LETHAL REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,19,"VEHICLE COLLISION","VENTURA","CA","DEAD","PUP STRUCK BY VEHICLE. ANIMAL WAS IN POOR CONDITION AND MAY HAVE STRANDED INITIALLY DUE TO HEALTH STATUS.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,22,"UNIDENTIFIED FISHERY ENTANGLEMENT","MASON","WA","NSI","UNABLE TO DETERMINE IF ANIMAL HAD BEEN PUNCTURED OR JUST CAUGHT ON A ROLL OF SKIN AND BLUBBER--GIVEN THE EASE OF THE RELEASE MAY HAVE BEEN THE LATTER. RECEIVED A REPORT AND PHOTOS FROM A KAYAKER AT 16:26 OF A SEA LION CAUGHT ON A LARGE HOOK WITH 8 BLUNT-ENDED TINES HANGING OFF THE SIDE OF A MOORED VESSEL. SEVERAL OTHER SEA LIONS WERE SITTING ON THE BOW OF THE VESSEL. IMMEDIATELY CONTACTED VESSEL OWNER AND THEY DISPATCHED THE SKIPPER FROM THE VESSEL. SHORTLY BEFORE 6PM, THE SKIPPER LOWERED THE CRANE WITH THE HOOK ATTACHED AND THE SEA LION SELF RELEASED AND SWAM AWAY. THE SKIPPER SAID THE HOOK IS STORED ON THE DECK, AND IT IS SUSPECTED A SEA LION MAY HAVE KNOCKED IT OFF THE DECK, OR GOTTEN CAUGHT WHILE IT WAS ON THE DECK AND TOOK IT OFF THE SIDE OF THE BOAT WITH IT.","NSI","P5C",0,"N","N"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,5,23,"HAKE MIDWATER TRAWL","NA","UNK","DEAD","SHORESIDE CATCH MONITOR DATA","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,25,"SHOOTING","ORANGE","CA","DEAD","BULLET FOUND IN INTESTINE OF CARCASS. TRACKING WOUNDS ALSO NOTED.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,5,25,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","SALMON FLASHER - LURE HANGING OUT OF RIGHT SIDE OF THE MOUTH, HOOK INSIDE MOUTH OR DOWN THROAT. ANIMAL WAS APPROACHED AND FLASHER WAS CUT OFF FROM MONOFILAMENT, THE MONOFILAMENT WAS AT THE SIDE OF THE MOUTH. FLASHER WAS RETRIEVED AND THE ANIMAL DEPARTED. LIKELY THAT HOOK REMAINS IN ANIMALS MOUTH OR THROAT.","SI","P2",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,5,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,6,2,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","FISH HOOKS IN MOUTH. NO FURTHER DETAILS.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,6,6,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","EMACIATED ANIMAL WITH FISHING HOOKS IN LEFT FRONT FLIPPER.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,6,10,"GILLNET FISHERY","SAN DIEGO","CA","DEAD","NETTING DEEPLY EMBEDDED AROUND THE NECK REGION. NETTING LIKELY LACERATED BLOOD VESSEL, RESULTING IN EXSANGUINATION.","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,6,22,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","CA","DEAD","KILLED IN GEAR. OBSERVER PROGRAM.","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,7,5,"SHOOTING","MONTEREY","CA","SI","STRANDED SUBADULT ANIMAL ORIGINALLY HAD A HOOK WITH A FISH IN ITS MOUTH BUT FELL OFF DURING RESCUE. PUNCTURE JUST VENTRAL TO RIGHT EAR DUE TO GUNSHOT FROM METAL OPACITY FOREIGN OBJECT, SUPERFICIAL ABRASIONS ON NARES.","SI","P9",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,7,13,"SEAL BOMB","SANTA BARBARA","CA","SI","YEARLING MODERATELY UNDERWEIGHT,  MANDIBLE WAS FRACTURED BILATERALLY DUE TO SEAL BOMB. STOMACH BODY HAS 2 VOLCANIC ULCERS. TONSILS WERE 2X ENLARGED. ALL LUNG LOBES WERE DIFFUSELY CONGESTED AND MILDLY WET.   RIGHT EYE WAS MODERATELY BULGING IN COMPARISON TO THE LEFT EYE.","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,7,18,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","CA","NSI","ANIMAL REMOVED FROM NET ALIVE AND SWAM AWAY. ELECTRONIC MONITORING.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2022,7,19,"SHOOTING","SAN DIEGO","CA","DEAD","FOUND BUCKSHOT IN HEAD DURING NECROPSY.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,7,31,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","LACERATION FROM MONOFILAMENT ENTANGLEMENT CIRCUMSCRIBING THE FACE, DEEPEST AT DORSAL AND VENTRAL ASPECTS OF HEAD. MULTIPLE LOOPS OF THE FILAMENT AROUND ANIMALS HEAD.  EMACIATED  AND INJURIES CONSISTENT WITH HUMAN INTERACTION AND IDENTIFIED AS PRIMARY REASON FOR STRANDING.","SI","P8A",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,7,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,8,1,"UNIDENTIFIED FISHERY ENTANGLEMENT","SAN DIEGO","CA","DEAD","PROJECTILE FOUND IN LEFT FRONT FLIPPER IN BETWEEN THE SECOND AND THIRD DIGIT  DURING NECROPSY EXAMINATION, MONOFILAMENT WAS NOTED TO BE ASSOCIATED WITH LARGE, PARTIALLY CIRCUMFERENTIAL LACERATION AT MIDCRANIUM ON THE CAUDAL ASPECT OF THE SAGITTAL CREST OF THE SKULL, PENETRATING THROUGH THE SKIN, BLUBBER, AND MUSCLE LAYERS INTO THE SKULL, PRIMARILY ON THE DORSAL AND LEFT LATERAL ASPECT. THE DORSAL ASPECT OF THE LACERATION PENETRATED THE INTRACRANIAL SPACE LEAVING A 2CM OPENING IN THE SKULL. THE VENTRAL ASPECT OF THE LACERATION DID NOT APPEAR TO PENETRATE DEEPER INTO THE MUSCLE LAYERS, AND DID NOT APPEAR TO AFFECT THE LARYNGEAL STRUCTURES. A METALLIC PROJECTILE WAS IDENTIFIED ON RADIOGRAPHIC EVALUATION, BUT DID NOT APPEAR TO CAUSE SIGNIFICANT INJURY. THE ENTANGLEMENT INJURY IS THE PROBABLE CAUSE OF DEATH.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,8,5,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","NSI","ANIMAL CAUGHT IN NET, JUMPED OVERBOARD AFTER BEING BROUGHT ABOARD VESSEL. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2022,8,8,"UNIDENTIFIED FISHERY ENTANGLEMENT","SAN FRANCISCO","CA","DEAD","CARCASS. EXTENSIVE POSSIBLY MONOFILAMENT INJURY TO NECK WITH SKIN PENETRATED ALMOST COMPLETELY AROUND LARGE WOUND.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,8,10,"SHOOTING","MENDOCINO","CA","DEAD","LETHARGIC, EMACIATED, SINGLE LINEAR HEALED SCAR ON DORSAL THORAX. TWO SMALL ROUND PELLETS PRESENT LATERAL NECK, FOUND ON RADIOGRAPHS.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,8,11,"HOOK AND LINE FISHERY","DEL NORTE","CA","SI","SEA LION HAD FISHING LINE AROUND HIS NECK CAUSING CIRCUMCERVICAL 4CM DEEP WOUND INTO MUSCLE LAYER. SEA LION WAS SEDATED BY DARTING. FISHING LINE WAS REMOVED. THE NECK WOUND WAS TREATED AND SEA LION WAS RELEASED.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2022,8,13,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","LETHARGIC AND EMACIATED WITH SMALL FISH HOOK ON RIGHT FRONT FLIPPER, ANOTHER HOOK EMBEDDED IN RIGHT UPPER LIP.   5 VOLCANO ULCERS IN FUNDIC STOMACH.  HEART WAS DIFFUSELY PALE RED FROM EPICARDIUM TO MYOCARDIUM.  TYPE OF HUMAN INTERACTION FOR THIS SPECIES MAY HAVE CONTRIBUTED TO THE STRANDING EVENT.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,8,18,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","LETHARGIC AND MALNOURISHED ANIMAL WITH FISHING HOOK IN SHOULDER.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,8,22,"SHOOTING","ORANGE","CA","DEAD","FRESH DEAD ADULT EMACIATED. SMALL OVOID METALLIC OBJECT THAT COMES TO A POINT FOUND EMBEDDED IN THE MUCOSA OF THE STOMACH. COULD NOT TRACK THE TRAJECTORY OF WHERE IT ENTERED THE BODY. STOMACH WAS FULLY INTACT.  ANIMAL HAD 3L OF FLOCCULENT, RED TO BROWN FLUID IN THE ABDOMINAL CAVITY WHICH COULD HAVE BEEN DUE TO THE METALLIC OBJECT CAUSING INFECTION AFTER ENTERING THE BODY.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,8,31,"SHOOTING","SAN LUIS OBISPO","CA","SI","ANIMAL DISORIENTED, HEAD WEAVING, BULLET LODGED IN RIGHT RIB. ANIMAL DID NOT SURVIVE.","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,8,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,8,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,8,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,8,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,9,1,"MARINE DEBRIS","SAN DIEGO","CA","DEAD","WATER BOTTLE FOUND IN ESOPHAGUS OF EMACIATED ANIMAL DURING NECROPSY","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,9,8,"CATCHER PROCESSOR MIDWATER TRAWL","OFFSHORE","OR","DEAD","KILLED IN GEAR. OBSERVER PROGRAM.","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,9,13,"MS CATCHER VESSELS MIDWATER TRAWL","OFFSHORE","CA","DEAD","KILLED IN GEAR. OBSERVER PROGRAM.","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,9,25,"SHOOTING","ORANGE","CA","DEAD","MULTIPLE BULLETS RECOVERED IN HEAD NEAR EYES.  LESIONS AROUND EYES INDICATE SHOOTING WAS CAUSE OF DEATH.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,9,29,"MS CATCHER VESSELS MIDWATER TRAWL","OFFS","CA","DEAD","KILLED IN GEAR. OBSERVER PROGRAM.","DEAD","NA",1,"Y","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,10,7,"SHOOTING","GRAYS HARBOR","WA","DEAD","CARCASS IN GOOD CONDITION WITH TRACKING WOUND. POSITIVE DETECTION OF METAL WITH DETECTOR. NO OTHER DETAILS.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,10,18,"MARINE DEBRIS","MONTEREY","CA","DEAD","FLOATING CARCASS WITH ENTANGLEMENT AROUND NECK. NO DETAILS ON TYPE OF MATERIAL.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,10,19,"SHOOTING","MONTEREY","CA","DEAD","CARCASS. BULLET FOUND ROSTRAL TO THE SINUSES.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2022,10,22,"MS CATCHER VESSELS MIDWATER TRAWL","OFFSHORE","OR","DEAD","KILLED IN GEAR. OBSERVER PROGRAM.","DEAD","NA",1,"Y","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
